"","X","song","genreactual","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144"
"1",1,"1.mp3","classical",139.543162696997,17.179393189706,-8.20994935254727,5.7515376487365,-8.20451197985858,4.79299290415724,-15.7700160410099,0.954475308841781,-13.4704628124709,5.14801805503679,-7.02507029487504,7.18144597415339,149.333594594769,16.9613481349612,-11.9291357174281,8.95266631508394,-20.8063412877217,-1.69041471584207,-9.78473465664029,16.6215395236672,6.15745522902242,18.3930745317352,-11.0139713683189,-1.23786588723488,142.641499171972,21.9037335179551,-6.93141424811394,10.3566441624026,-10.7284848774419,-1.28636856080615,-12.4650370112152,1.50327355508285,-3.52702202204712,18.1521304229825,6.40206535215905,18.6802106642844,151.884896507203,17.8945155812079,-10.8239298809209,4.04927821234167,-16.948057853085,-3.22906905015374,-15.1828580107881,4.92992575243738,-6.79638109470996,11.7506725117683,-3.87441773298543,8.36767512322904,149.713674932122,17.5888971215696,-15.5713527325367,7.74722592882034,-19.8151842787071,-2.01528431971382,-7.13193272035031,18.245527504769,7.50441562511326,13.6006077532958,-8.77579765835468,-1.46074337473448,157.896788219025,12.2369843987963,-18.8065603612334,2.83145038040968,-25.7211059226435,-1.62774771958846,-14.5044157164547,16.6161148394723,-8.24630604864069,9.32407008026978,-18.2600798867815,-2.46911787636214,152.298548810496,15.3514989333667,-18.4347328411705,2.83875075150019,-22.5333111486761,-1.29500240226608,-12.615225479086,9.44158779901263,-5.3878010482205,9.48172372408908,-18.0651329722557,-7.00643144981599,147.781695284666,20.2321019801133,-13.3538418926526,4.11764361813931,-17.4431083245192,-6.3335293559127,-14.6329374748333,2.01133856528807,-5.61149151216435,10.1690068830019,-10.2556797694783,3.53219533034158,154.637341610851,19.4485821920694,-12.4273957952271,6.66703211301479,-13.5219256097124,1.62163968470437,-10.6517373837284,7.65379178693844,-10.3914047366863,11.256296865847,-8.3359411968175,7.194269914027,157.582174075537,14.6492372301361,-15.5621315274088,6.42067068007133,-21.2639213414429,-1.457804765808,-12.7953720623365,18.534290586761,5.38986329278237,20.2930908308706,-6.27788714368216,5.74246418188303,149.122675362077,19.4749844085999,-14.3141690777352,5.54559876408552,-19.7267300336376,-7.20925719845428,-15.6579951795823,5.85500900917686,1.15687816735766,22.5344032289065,-0.559972671906324,5.98011721774288,146.399165877395,20.345116928474,-10.7306421976013,11.172584548122,-8.84575003078417,0.873061052993894,-15.3861591531752,-2.17202212127707,-12.6990536220077,13.8127236343446,3.14271364399183,18.2237221361064
"2",2,"10.mp3","classical",142.395913986812,26.8850650647766,-15.9825272957956,5.57498156400285,-7.89337419175239,4.26313288784226,-8.12610736369293,1.46950003166759,-7.19109063078976,-5.30083927816879,-4.82138383198979,-4.12067162663314,147.332402145805,29.9236294109813,-17.1924453086453,8.67422791224713,-10.0555836275229,2.1367015115225,-6.55167355967271,2.73066139881598,0.571318524385032,-4.17324568935102,-0.723786365360517,-3.07453388977527,140.94437840155,28.8977639795866,-15.6976064581646,6.20043369817236,-6.18571839515581,3.73353226104054,-6.62253241428064,-0.0491848267072037,-5.64116933398549,-8.61098621046571,-3.19201397157825,-6.51776861284441,147.648335124883,29.7851758463711,-17.590893296325,9.0709886058267,-10.4634213306089,1.6883646603469,-7.08814041641736,3.76874634237974,-0.092509097646821,-6.60880505688219,-1.08107221144997,-3.88519943846639,142.964499840247,28.6424081485804,-15.5313181891984,9.38678855856552,-6.3400263159657,4.11214802458033,-5.13920803711845,-1.91196626362181,-4.43493118502778,-5.91344019674365,-3.85964226712691,-7.20392389720565,146.33073720484,27.5258652463608,-14.5722066314318,9.35710602245487,-8.21667430485859,5.06171069932407,-6.6594716722723,1.78652688837651,-4.47574268365849,-1.35563528598937,-3.41631180441234,-0.400457692870305,147.339514138008,27.3053157797131,-14.4167579696284,8.50477442237685,-6.25042762942731,8.12321079113914,-7.62657217387403,4.3849892856306,-5.60846006147785,-0.781021589241882,-5.15494681016793,-4.0033605640953,148.113151292744,28.1795897729461,-16.2396675898403,8.62294132291679,-8.16924785874445,5.21874416587993,-4.03228191588937,1.48494310860391,-5.70355386340335,-3.08137652196226,-3.88868096192289,-0.739274140349228,148.03375141496,28.0422994440936,-15.9232137110513,9.14408000930441,-10.2420065091937,4.55040585537207,-6.98644644287115,1.14405761473268,-6.88755949570575,-4.19732142037337,-3.04873089410771,-0.628626888178041,142.029009708936,28.7904987168058,-15.5805686290217,6.88589930055071,-7.75689620482205,3.32894408260808,-3.7602331483219,3.1545052861339,-3.06435054002015,-8.21404007840945,-1.21648408628806,-3.72579775988175,145.036346946164,29.4951949814638,-16.4285817266084,9.7360539119319,-8.82665774365237,3.46536548510391,-3.97411600252813,-0.441937201231034,-1.86798614226061,-4.3176547954615,0.639891218167803,-2.18291641085369,144.365470653599,29.7691777531957,-15.3028031198708,8.72700606028605,-10.3023617019379,3.36861920660567,-5.56597129962097,0.344423654316085,-1.01682958332277,-5.13960245802345,3.15384377205415,-1.47218051512607
"3",3,"100.mp3","classical",159.185357941875,13.1897491168424,-11.9906938150759,10.4891554730831,-10.6322744627597,11.4636028453873,-16.9623697480792,13.7980318985924,-15.1260369898627,10.8976766673939,-14.0548995506634,9.1497685678013,163.768655955319,11.762466258426,-15.0333999094938,14.1164609817101,-9.78148731613322,10.4317866915521,-18.0417845322975,13.4027281007505,-17.4977474754706,10.3027665377587,-15.4075236134183,11.4137681883541,160.525212882001,12.0732454728207,-12.0002814847019,12.9571530692132,-9.086289158625,11.7811139194483,-15.2218667495119,16.374829427557,-12.4308601862276,13.0647895308689,-14.7665951302295,9.5545576350196,164.336690736325,12.4423560162854,-13.963617317447,10.8952027698045,-10.8551862231844,12.098271369186,-16.8819956418961,16.2810691107895,-14.4309576304875,10.9688010142858,-16.7502761985955,9.83591861392433,163.850025200462,10.5551288991501,-16.5693190204068,12.9359950268322,-10.8446355427212,10.9585130050331,-16.8710695916514,14.8350768001434,-16.099822744273,11.5611424678161,-18.6517768523132,11.5741349839775,159.142395052861,11.4788687103035,-12.3714881518765,13.2760060830416,-9.61299153997714,11.280562477824,-17.1408382467702,15.6291762163137,-11.6327306354394,11.7103581518893,-15.9472608813592,10.6538461743168,161.112335280464,11.8989161420439,-14.8920043923024,11.6770158841749,-9.07506572092321,12.0097176995036,-15.5731348812548,17.2044606480027,-13.0530048248002,8.11397104926713,-17.8394579173209,8.91772219200005,157.602485173379,12.0836541300469,-11.365258147139,10.7540309536733,-10.4036580797274,11.0193342854468,-16.8105109061554,14.1293576812166,-12.1859864028341,13.1780484548307,-12.8644938559114,8.93845872195057,164.125739760127,12.0996743763158,-14.9757638526926,12.3242980877416,-11.1757436532885,11.9087615324417,-16.3817746278002,16.7662159329653,-12.5595443061458,10.7227561341206,-19.6290764636254,8.6708375406826,157.201065211188,13.2469205679726,-11.7587225473778,10.892795037541,-8.76699814502327,11.6450249629682,-15.6235650853401,14.4510977328659,-12.5839562258718,12.8448781292504,-12.198498988216,10.9052846870127,158.04842112016,12.8051917607029,-12.2221601131319,9.52380083095265,-10.9998227238967,11.2755124727779,-16.596050377497,14.9366182161665,-12.2357103778844,11.9350073947278,-15.5099370773032,8.19648191894393,163.194017178471,12.7925990862951,-15.0466013632744,10.6624722718842,-9.90227768580025,13.3744657986065,-15.610921290365,16.3075305683378,-13.9421324423024,10.8528213318758,-17.9639775591445,8.11631518587298
"4",4,"11.mp3","classical",156.394308492956,12.4934662074962,-16.4182680599576,15.3681146791373,-18.8025113411711,15.9579272579986,-19.9225886965747,11.5647723350698,-14.8645508842713,10.8759313780225,-9.15926496990504,4.03534889922765,158.312568758433,11.9777249283647,-18.193660365233,18.5508223902573,-16.7345035264634,16.9362399197426,-17.2950582021374,12.6522706562637,-15.1416614911628,10.9555917924055,-10.9761496432002,2.41508605599432,157.8998786697,11.6261421407475,-19.3487869638504,16.8471910295058,-16.9671193696998,17.0625977813121,-18.2268152597529,14.6167046361492,-12.0308750090514,7.38918177377783,-15.035914053238,-0.868673791549448,157.075579121319,14.0647218057055,-17.3540682380019,16.7502405784897,-16.2750735851971,16.4045307495821,-17.2755143348049,12.6277875271478,-10.1343361452652,12.7475511005043,-8.06281247611285,1.06923762705576,159.067106885576,14.7607270123775,-17.3383581082872,18.3567811533317,-16.1811263940293,15.3028855172942,-17.6383874298258,14.5039307563059,-10.0491582269162,10.4485494081445,-9.92529785140484,1.34883236187488,148.030069400012,10.5032573339699,-15.4494766578007,15.3147664159682,-16.0465989105967,15.3720451355954,-16.9514169732972,15.5021129266629,-10.6039901284484,3.96792987288914,-12.8104646453678,1.95586001311224,157.458526821668,12.9542125827097,-17.5517500125836,14.6136585231063,-17.891019154368,16.7019530631803,-19.8411588810334,13.6466815083896,-14.4634848095709,8.34525262539847,-13.398090883051,-0.888127659329645,156.866932431626,13.7630422561509,-14.7065893322708,14.7743875752244,-18.9202729588195,17.3455342919775,-18.8363784762727,15.3195272850769,-12.7327886516078,11.2361474437262,-9.27334699565388,1.61779736100071,160.262548958173,14.669678921724,-18.1005672038015,16.9653953216904,-16.7846099093788,16.8379232958559,-17.3913924674379,14.3830483237013,-10.0511149307325,14.0979626073342,-8.05210415417451,5.236116581034,157.062621522722,14.8607296850543,-15.6420490599773,17.0308699581353,-15.360295954864,16.2648099581542,-19.55119593192,12.31861255672,-11.455492148647,11.6201908626848,-7.78211652549681,1.59544732806142,154.104092756227,14.0113632141578,-17.366538601329,17.6166269427834,-12.9295905424479,17.1077391131576,-16.0944616824185,11.2456284381225,-11.0228830153549,9.02076314488225,-11.1093216494938,-2.99300111003206,132.239260889579,9.00743823851715,-14.4295028764161,11.0275129885783,-10.4374213868693,11.4061732960164,-13.9842697917683,8.17989079072822,-10.3551113502654,3.57227834829273,-11.6561880104407,-5.97288342898297
"5",5,"12.mp3","classical",142.388718405318,17.341117185609,-5.81663798879585,6.49699517666796,-12.9307642073015,4.21296349811831,-13.0668469384094,4.52547319428443,-12.0788557714283,8.73574877614613,-11.374469604362,6.10331476973424,149.772100058914,14.1907804281643,-6.43119744415912,6.24933421582508,-9.27169656564697,4.99462504567608,-13.9009130528385,2.86127609955687,-12.3683933440381,8.00057393969783,-11.810380259632,4.12839661871961,143.66182166539,17.1584524505906,-7.78679597555611,8.54607917164237,-11.1125664688937,1.92257075239101,-15.123638136947,3.93634838073787,-10.1474024439561,11.7714788096311,-9.88585744705926,1.62254347042683,149.676194271546,16.8397874169533,-11.1232880470183,10.3739587555178,-13.8619388383073,4.20777086462702,-12.8986808203112,9.9724623236936,-5.84462846765605,10.0479560446368,-15.7407025728387,-5.00660576834664,155.479384728947,14.9568924954872,-11.0971839768049,10.9635601488578,-9.61553147407943,6.37549509273253,-12.9788351487925,4.21310364399275,-11.3862109721691,10.0027584361272,-7.12006318598915,10.4096617366054,158.329340964018,14.8049177570094,-14.2514347881216,9.47573673343713,-17.1439820783756,5.4466180841607,-14.0976393545581,10.5235452470363,-8.40814547768796,18.410098002459,-9.52921044030594,5.48634042395097,145.426291552757,16.696970829811,-4.56487435331961,5.19358408518361,-15.4418705081393,2.38811616994937,-14.8045059501652,7.2013973781281,-11.9715817415413,10.1932382926327,-11.3643575703586,5.35643627216653,150.683149720874,15.7282767578947,-10.2488120709089,9.52452220379912,-12.4178620991272,4.97762894484032,-15.9708975520708,5.98128482750687,-13.6286881684208,8.68654984229044,-11.0877577809563,3.46885192316399,145.273957983536,17.414870539651,-7.15828205202361,7.42489830393913,-12.5935802508468,5.66149749969756,-15.7696530043363,5.14704322632814,-11.1302573059278,9.89724045989093,-8.50385267652206,0.101546474407008,152.016605431698,17.3971524924016,-11.8072910544897,7.79973419023206,-17.9056263348915,2.25176523528269,-9.07689669703862,12.9212021292967,-4.6573170424152,8.34696779299042,-19.0902627416505,-5.79629784522892,153.823265597074,15.8246787374223,-11.636853879035,11.4796830053372,-11.5376661939642,6.48977680430415,-12.8822916933777,3.50544570853039,-16.5980367427403,9.43509336148553,-8.41979424795583,9.9029193653502,156.340129487185,15.4471880623995,-14.9271211298577,7.77560365649007,-19.4777437480307,3.22443592899741,-13.595892571808,9.98873745684275,-5.76290672628571,16.198389672353,-9.35807855133836,5.72147875258563
"6",6,"13.mp3","classical",125.405672001783,26.8631368975462,-8.94176811408556,0.236142671587309,0.0655480717806678,-0.0876280365633395,-6.95540305845999,3.72725512743905,-2.68419043192929,-7.63504118236885,-5.17262770060099,0.369144431900541,130.868551805073,28.4100431614781,-14.9565728687956,-0.1632465151011,-1.34201782005602,-2.93953169914125,-4.55857160872281,-4.10795503257804,-11.2148285579594,-0.341256015720124,-2.35042841349724,-9.90849249402888,132.151754284073,29.1438046910014,-15.3624922925997,2.53080817406749,1.86897541299099,-2.24222885047533,-2.28679173200925,1.34847762085139,-5.99106820430071,-2.72860088271578,-2.16970729156312,-5.32955626975871,133.920779583405,31.1429071501364,-15.3099300226028,0.821038965155866,-0.259323908850328,-2.30039515707274,-2.38073815594774,-5.24277695132016,-9.25832688780359,0.579415167113614,-0.525623303710996,-7.11046782073337,131.777779631462,30.7966799906966,-13.1822163333196,1.1210411247294,1.14248284460844,-0.845900948183951,-2.13500204112988,1.99352148793919,-3.16459391109986,-1.62729320334841,-1.96681415909828,-3.38105050537086,116.002030091379,25.8762026118747,0.586138561583197,-6.04119886613437,-1.21448550077798,4.00699813998484,-5.24979636887742,5.36937008405387,-4.93115450990255,-7.60960439277771,-6.98563319916493,3.68598743942752,130.242032558156,29.1212521050062,-13.3028284536487,2.11830804346146,1.45859934847606,-3.21477352247472,-5.06558441454138,-0.926459306252201,-8.47034182488594,-2.3176187244763,-2.96485528680465,-6.61895491639016,137.601316306762,29.9400390313939,-18.2940669787332,5.89530395596894,-1.54449450647389,-0.951738580144946,1.01037870187248,-2.2807836437623,-4.21595393913951,-5.18223433564449,-3.51196352152357,-4.37374107900555,137.239384190977,30.2416773435215,-19.1744089970574,4.28709238800006,-0.193672475602466,-3.09227858085247,-0.823525049031237,-4.91078315729043,-3.86045071590745,0.536424711091791,-7.910373017986,-6.03997824396027,115.449760555061,24.0993260500866,0.829955402855482,-5.20902529234268,-3.3011094843222,4.3836092718213,-4.92863155856727,3.06109737537264,-4.15436155979652,-3.86799598948897,-6.71318280313764,0.486686701270244,112.026223664952,24.3434100584897,5.20476504958681,-6.46984750872948,-4.20524769946648,4.65265934531756,-3.11139252139276,3.80052609165335,-5.7891855266085,-2.47024786887992,-6.14329597699,-0.288477413898595,121.37813610183,27.4747787837165,-5.65855358768735,-6.84098551556241,0.760959976103335,1.0720527406649,-6.97554253538126,3.60450725696618,-7.838462749446,-4.56946065870739,-3.85905719973082,-4.02724349087339
"7",7,"14.mp3","classical",146.7934744637,12.786479250685,-14.5082523422377,7.96963081683068,-13.4526139886634,6.80046670426496,-15.2949555414269,7.93928176644124,-10.0992921261866,6.09661985119484,-11.4399037202192,2.85644146342728,156.578432973972,9.60706468896048,-15.3051231962972,8.50162167593863,-20.5119684895312,4.88311293494505,-23.5885584000493,6.04662784502734,-17.4221667848627,8.86617882831334,-15.5387494976317,2.08566669805419,161.488096820214,8.24993409146945,-16.4400080293676,12.6485501098016,-19.6600041239277,5.1062066795629,-22.8859455201018,10.0765568873265,-13.1601752852692,16.99483932896,-6.30395417377505,11.3159557979441,161.422980812679,8.07779028013732,-19.3658932072214,10.2508047195561,-15.2972040349643,7.73848717317399,-23.55775087566,6.45592131823288,-18.5237106837794,10.6331976167064,-4.51193554677486,22.9248659857882,160.224763770793,8.50743106930874,-17.5340228743373,10.715486452223,-18.5984711543335,7.48521873657097,-22.0888487368576,6.0024666852335,-20.3383384782076,7.90338898692334,-17.2424931062325,6.04730854894799,160.001629574773,10.3878009188478,-15.8717331198625,10.0962378116245,-19.2444604215817,6.46698339075962,-22.1264653525983,7.81107123316107,-17.9230538326025,8.7080952564288,-15.3521874026787,4.36557172555956,155.670267046255,7.32684477784149,-10.8079821831464,15.659764527847,-14.9808978143753,11.9890142809749,-19.7790301760725,9.59741940041944,-16.4960703588804,10.5191719910781,-12.1673227908434,11.3827227518122,157.891082948541,9.4055187005156,-14.7251382625112,10.7742058063942,-18.1428049221923,7.92295997733445,-22.0121850081523,9.19206616033114,-16.2568051635186,7.3355102231709,-14.9930442501635,4.46185666615845,162.132188029423,9.25340662663463,-16.6615817523311,10.2291826110506,-20.298842984383,5.4479522532018,-22.3370336243827,11.308260880099,-12.4070482264988,19.4900233285339,-2.56251194269766,13.5496503339169,161.925633800108,8.92140195019188,-16.7356575983793,8.63605240506601,-20.433282443815,3.28082927733339,-23.0025082031226,8.75981934542601,-11.4521366630706,15.689083307253,-8.5844128635148,8.95292254973845,160.672239933301,8.24411920732765,-16.4848865017579,12.4321539110408,-17.5060291069056,6.01120340689166,-22.5102587770463,9.69143503194908,-12.2791302858727,19.0594557100306,-5.37505572950809,11.7756091466281,160.742516939828,8.89725010387189,-17.0041967634765,12.5037739291011,-16.2265839091045,7.77630730621266,-22.384606424452,6.58339369562619,-17.7138775008523,8.68139360792544,-8.81465647384658,16.8225187611924
"8",8,"15.mp3","classical",156.305200230731,12.8949946337439,-14.0571933550836,9.61673386841411,-16.076475068938,7.82028129990357,-21.1694525558548,4.09591262395565,-16.2045404129122,9.16709842768033,-12.9100652380449,2.22745154683586,155.970043037146,11.4017538164507,-14.9007451595159,11.269197777712,-15.4481420903293,5.11058314385969,-23.9125603215556,1.36991947551012,-17.2133542647132,9.75010547717452,-8.91929461417774,8.29826468421091,150.621511336462,10.5609363992065,-11.8943553484657,12.4772434676128,-12.6743008176872,9.77663254080203,-17.0892981010667,7.54951738058103,-14.2935426438446,7.24955775421364,-14.828424386978,2.4824808510891,155.529786884101,12.612367096665,-15.9057725839469,10.8098305671715,-12.2307144228648,8.6412770636016,-17.4644521405853,7.08716587993075,-15.1563274854657,6.46140309457996,-14.4956044555808,4.68173588785812,152.401051395684,11.7582208463535,-13.1700142233441,10.1660747858349,-15.7792580678686,8.11592069271311,-17.5938380978154,5.57437895502868,-13.9123019163797,7.33021269235872,-14.9091921681554,4.73781619820846,149.337020478295,10.7922431016828,-11.9363916822345,10.797852774123,-15.2090919712897,8.96612733734144,-15.8154778180777,6.67793889476449,-15.061966116083,7.02661172942272,-11.9084219313996,5.05249303434312,158.568893844272,10.7206400356929,-17.6350268849779,10.8201903660796,-15.8696537263196,3.10021074623534,-20.7843842780723,11.3949573858181,-12.676110486626,11.9185578293053,-9.37654048053509,9.17581128148974,156.258758314907,9.69842130440918,-17.8004960883243,11.2390680328884,-15.2036449802766,7.77496155031903,-20.7077863244733,4.82988211474382,-15.8478865600319,10.5398883143515,-9.73026935754273,12.0340024451548,150.958867586331,10.8941882374428,-12.0872836354639,13.2121830449218,-11.2896813928877,9.4032429557689,-19.1076141654621,8.04615293583957,-13.4883945729924,4.63006144101887,-15.6928575675497,6.41151115588543,160.521751990585,11.233675740876,-18.8730271256974,10.5051221735472,-14.4676327968039,7.4848074290852,-20.9839652133208,7.10911430179428,-17.0303755121208,8.97124021313933,-14.1541351534351,8.00153899082104,160.767056656108,11.531784942469,-18.3317412592996,10.6697889949155,-13.4998905198477,7.8002033605105,-20.6953737045825,8.56631607624169,-17.8045636811542,6.10111601537774,-13.7145598594535,7.0229335671511,149.563961064303,10.9908793257197,-11.1499503736991,11.8899580996124,-12.5178370034063,11.3633338032842,-16.4175323610721,7.36496487284743,-12.7163770497671,8.47897206267229,-11.8513780772737,6.52097938083329
"9",9,"16.mp3","classical",128.55517117674,31.1699296369321,-11.2989803749611,-1.68357374784584,1.66866161337037,0.291465385178123,-4.34754224570749,-3.8871318245796,-4.29986035587528,-2.92701457938964,-4.01307469295058,-4.90812853087918,138.639217699196,29.9241705132084,-20.4283820873873,8.00940481340938,-2.36317175419743,-3.44334798827435,-1.25485293149959,-6.37373048992932,-2.04110847128397,-8.42648644126866,-2.4449553298622,-6.85403016681618,143.678458818768,29.206030283084,-22.0963931606792,9.3296864971917,-7.99887543353209,-3.42573411442195,-5.42465618306429,-8.94921285750994,-0.46310818517432,-4.94341016471423,3.21411432919496,-5.19548745200978,142.88085368687,29.2396558964667,-21.1939391926114,9.73640437221363,-6.04948589904051,-1.02669250528631,-2.37186614328705,-7.44269495069332,-0.465618972829696,-6.79822652049315,-1.78030617986978,-3.14017060246463,141.742039180578,30.9666525420167,-21.5795160233303,9.01171449507459,-1.75355979274478,-2.86883160085318,1.26458254081161,-7.9142090453646,-1.49001498539618,-4.75663366165467,-4.23421563105659,-1.93067127368433,145.992930289213,29.670458433368,-22.5700092586659,11.0604089959131,-7.31230668519574,-0.828393187656398,-2.525297909092,-6.86306222052581,0.136148574140738,-7.67117091788757,1.17247481748149,-4.01624579111018,143.630161855905,31.1569111023411,-22.6444183272172,9.57758282596021,-2.62626208220979,-2.80282180689099,0.38556398731356,-8.82701917137427,-2.75731510838063,-6.28746568420968,-3.61015208973706,-4.4528751836774,149.821958797531,25.5043735733121,-17.9235699691254,8.65320522010034,-11.6383270157254,4.01689741717608,-8.90593431167254,3.40623722119815,-3.82480308725587,1.17364928100834,-1.7581755608659,-1.29993683061439,128.55517117674,31.1699296369321,-11.2989803749611,-1.68357374784584,1.66866161337037,0.291465385178123,-4.34754224570749,-3.8871318245796,-4.29986035587528,-2.92701457938964,-4.01307469295058,-4.90812853087918,138.639217699196,29.9241705132084,-20.4283820873873,8.00940481340938,-2.36317175419743,-3.44334798827435,-1.25485293149959,-6.37373048992932,-2.04110847128397,-8.42648644126866,-2.4449553298622,-6.85403016681618,143.678458818768,29.206030283084,-22.0963931606792,9.3296864971917,-7.99887543353209,-3.42573411442195,-5.42465618306429,-8.94921285750994,-0.46310818517432,-4.94341016471423,3.21411432919496,-5.19548745200978,142.88085368687,29.2396558964667,-21.1939391926114,9.73640437221363,-6.04948589904051,-1.02669250528631,-2.37186614328705,-7.44269495069332,-0.465618972829696,-6.79822652049315,-1.78030617986978,-3.14017060246463
"10",10,"17.mp3","classical",134.097092649614,28.60587547612,-2.67393804354223,-1.88121520738979,-13.4358581198948,12.7634093241942,-9.65897790109733,1.91796651278268,-1.69810404885887,-1.79259657722361,-3.3787367579254,-8.76211243260431,126.220891093175,22.9844386126223,1.02020272422764,4.67428575358439,-13.7649893735259,6.94456371571809,-12.323760780493,-1.04584546938336,-5.96690203809628,-8.25603004816549,-3.56719268963453,-1.93599074865091,129.898286935164,25.9721191899028,-1.44854671598016,3.93627302266931,-11.1158888804174,10.649566207068,-12.2995305020099,1.75277572138775,-2.36743012942984,-7.05736545610508,-5.2600802743781,-5.91389012365259,129.636659440625,23.9600371237831,-4.82235238647525,2.47519034834555,-13.1844337981678,5.87459693119793,-12.3475357625963,-0.473227347880861,-3.50353855857346,-0.700757610705476,2.30201672242662,-4.82959118266029,127.42579573984,23.7730815662674,-1.78348813347046,2.86425498152076,-14.2907258494616,8.08470065274514,-10.6237805667717,0.577901071294415,-5.85143536173375,-7.70024256606388,-5.57756155066062,-9.77413859601565,129.721192221443,25.7186411914035,-0.947454473554626,3.57302150261258,-13.0755168006658,9.84988917477957,-12.5426766796949,-0.182372221907068,-4.57210103204322,-4.42206249990819,-3.4792288911311,-9.81286112098638,130.509692710144,23.0285748650567,-5.37565413341444,-0.426911567037048,-17.2572296343863,-0.359465097917568,-17.0605424684022,-5.36903365579931,-11.8969971084228,-3.28672516979322,0.294037103298149,-1.22985350714362,132.497058849826,25.542105533327,-7.43856712328773,-0.0146610830097084,-13.6461408005571,3.48412025042328,-19.1208976036071,-4.37838416988416,-13.6427867755891,-13.2410193094694,-3.5075062129405,-4.35433899754601,137.58021615039,29.3369294125757,-8.48899491722194,-1.34037074849992,-10.4631795658639,10.1656937993602,-13.3554101525037,1.24423075572147,-4.46813272296244,-5.19529893089962,-1.88688729474995,-8.0749942698366,129.998258332923,26.2171320745268,0.519975712879538,0.562154702161212,-16.4952430983012,10.6469594845492,-8.64667963003612,2.69446972296183,-2.15205710566461,-1.72484068791949,-4.81359483948694,-7.01530117453575,128.179832446017,25.1320350078874,-0.598856276428255,2.7576647820508,-14.9902757544401,7.6408919003756,-14.9223125789308,-2.80411111896595,-5.53337643766747,-7.26872269636524,-7.32039249885935,-9.99219840495821,126.972959260716,23.5715373490337,-2.46238071821801,2.77997258317322,-11.1391617722194,11.3110549273252,-14.6449781185057,-3.7176595770469,-5.48962962406314,-7.9688446662184,-8.43634655554695,-11.5198807178015
