"","X","song","mfcc.1","mfcc.2","mfcc.3","mfcc.4","mfcc.5","mfcc.6","mfcc.7","mfcc.8","mfcc.9","mfcc.10","mfcc.11","mfcc.12","Genre"
"11",11,"10.mp3",153.271720304531,29.653806875132,-16.8081997074407,8.40617824368607,-6.31606934184944,4.29676330295736,-3.70011052501785,-0.0169602591613902,-2.96764844441224,-5.6331409436804,-2.22768518814915,-2.24300276298929,"classical"
"12",12,"10.mp3",154.349728605434,29.6882939564218,-16.4215353766694,10.0158271948457,-7.52986040171672,4.53051475291088,-4.09855754222055,0.000990031947233599,-2.50368541134999,-4.61225327782512,-0.696414357488738,-2.54376468082146,"classical"
"13",13,"100.mp3",168.708402189948,12.2493592460448,-14.3740371247399,12.6980363841846,-10.1116050775911,10.2779846272188,-16.2932677647292,12.470181703464,-15.8671667650297,11.4123317567436,-13.7788594238972,11.8395729040567,"classical"
"14",14,"100.mp3",173.443475619063,12.648121346864,-14.2261045385177,12.3818010801283,-10.4346016303877,11.4594732683525,-16.687935189101,17.8105304261441,-14.3697142635497,11.7899883223279,-16.7495380087873,10.1880076232841,"classical"
"15",15,"100.mp3",170.197585493469,11.236946860241,-14.7243670645092,14.2601771266672,-8.63129408121915,12.5048189463368,-14.9642302270338,15.1268406778805,-14.8180022198529,11.8780897835911,-16.7893489738096,11.718296416312,"classical"
"16",16,"100.mp3",169.784741822577,10.848897457652,-14.9600749666739,12.1225346704786,-10.6047711096383,11.6806305682356,-16.1712754115659,15.3515370178618,-14.5084413518723,10.0946267020423,-17.4363783417332,8.48467138007733,"classical"
"17",17,"100.mp3",171.740939679167,12.3636873574083,-13.9365653355325,12.3868519511168,-10.4008273587686,12.4079740347421,-16.5460965043116,15.4618470170312,-13.2869222571936,12.5260990878006,-16.3020598834478,10.5837151871149,"classical"
"18",18,"100.mp3",169.834118657821,13.4562211376305,-13.1023517434624,11.2595268426254,-9.58601649301223,12.7010505373552,-15.275660321412,15.7713517420895,-11.6448036063374,13.6197040706186,-13.5238541117676,11.0080610976041,"classical"
"19",19,"11.mp3",167.595971922605,12.7407318746525,-17.613301484201,17.4624353749165,-17.5713332966911,16.971184325455,-17.6495655058176,14.4013947603878,-13.5197438745116,12.7049551505188,-10.4468679983593,4.13715680129921,"classical"
"20",20,"11.mp3",166.60326868957,13.1624413094631,-18.3205307921615,18.4810370613635,-16.1171494721578,16.5589485431387,-15.6110441355451,14.122916185641,-10.9620559692899,11.9509150616629,-8.35387888657459,2.73366725857638,"classical"
"21",21,"11.mp3",166.257909131495,12.6739313554796,-18.5642186640669,18.5219049826189,-17.4520265853517,13.5067456076211,-16.9553203885172,14.4281663460193,-11.5167734451676,11.9515161031991,-8.99538698078188,4.61560448602217,"classical"
