"","mfcc.1","mfcc.2","mfcc.3","mfcc.4","mfcc.5","mfcc.6","mfcc.7","mfcc.8","mfcc.9","mfcc.10","mfcc.11","mfcc.12","Genre"
"132",161.968590357324,10.9657611943363,-16.7170075580174,10.7153398407968,-10.806890199568,5.94908855893256,-16.2113011863754,5.62574022090932,-16.1505694389963,8.44343983439119,-10.3321871495507,9.0885948219734,"classical"
"142",162.639014909642,12.8839441909519,-14.965076493286,16.9920173721543,-16.4368825088221,15.7478308239077,-17.5524409017976,14.1390681004015,-12.8656477149869,11.796622676753,-4.82342561110018,3.74039991091422,"classical"
"145",166.890178353716,16.4490268697313,-18.7881195766895,11.91081604191,-9.00344341873808,8.47520261973572,-13.4600389708163,8.20637171583985,-12.5605246315387,6.41331274930687,-10.6689670501641,3.45960263973295,"classical"
"150",159.546597892057,13.0417080741645,-9.49340071267068,2.44785918488828,-23.4193170464213,14.2046608800455,-17.1790856577866,7.48575307172524,-9.62595092960867,-0.237924637441373,-17.3328690519216,9.93433279077581,"classical"
"152",164.945123435378,14.3973747623585,-14.0626135525207,1.2131167803751,-25.4756535822469,7.03808777714465,-22.9306942984438,5.4859158674033,-14.833124884794,-5.97338997647738,-26.7802638902525,1.75475734093193,"classical"
"153",167.482888706058,13.6629592188037,-13.0222920762406,3.05842548274461,-25.402751506702,9.30876402213758,-21.4382049004723,5.67639338401698,-18.0304098679383,-4.17035383030304,-23.3945052608805,7.10012250537994,"classical"
"154",156.142738428563,16.2770462935642,-2.79621021671133,2.43554751848844,-21.2668586324384,6.06133922862945,-20.8741216884956,11.2860720423084,-9.95264421226685,-4.39106382593247,-15.583034090451,4.71512280458929,"classical"
"159",169.738132499552,8.52717678941833,-19.7683401045456,8.25278210587678,-14.889258515611,2.87455299035637,-15.506790886021,-0.881523708587878,-19.1539398427065,11.544374315627,-8.08609297909398,13.6335614998817,"classical"
"165",146.551068251198,26.4409630799772,-4.6547002517166,-4.79334272955166,-6.14912722237222,1.28655227043819,-18.8562745596753,-2.06608585094289,-9.80872716969752,1.61075779143693,-8.33363605460059,12.6744954458917,"classical"
"171",160.19559013785,13.8467350619846,-5.19737619292778,7.11338847512243,-11.5909754832556,11.0489745956295,-11.5972884363012,10.157851671253,-18.8777789657146,6.97864872459331,-13.9353830507265,5.98804717912054,"classical"
"172",159.931033512255,14.2114627191162,-8.37925264851569,7.82971488405692,-13.2475556758321,11.5782575893371,-12.6243706396679,10.0352442384207,-14.4615265081666,8.94091420345067,-15.0954669211376,1.64738994680072,"classical"
"178",156.586458191969,12.1823414797907,-3.56782581129714,10.4197859380868,-9.05598815874298,12.4729965310123,-17.8120083505218,6.42200049486185,-13.5976714645163,9.1728251753277,-14.6479678250627,6.43556931332505,"classical"
"189",159.021943534832,13.4223805389519,-11.3549585017237,11.6041774553892,-9.71196666520619,12.4566642458594,-20.0216373114116,9.77827058275348,-3.52778897981958,6.67927736210149,-12.2963294713734,4.09712270123918,"classical"
"194",153.256288127904,12.4448433129536,-0.868267018441688,16.4814316703301,-8.53106215243201,11.7191354860569,-8.5099703470621,17.3411846627049,-11.5302316293386,7.99394582709974,-9.99688566858995,4.60865358785856,"classical"
"195",152.828722092161,11.7936284908412,-2.00830037469572,15.7171006914477,-8.58848003005689,11.4039892717532,-8.16755757768903,17.279113331712,-10.418134476402,9.39057306044677,-10.8991505316245,6.27841406754572,"classical"
"198",171.839910733139,14.7409922360958,-15.2028121865196,9.24843312461523,-14.0780050440713,10.0281793083026,-17.6880114638487,9.79238032319168,-17.9746677165338,8.08851447746589,-17.0028299657353,4.64736438182937,"classical"
"201",170.334645665363,15.152936037589,-14.5613693259848,10.2448553161294,-14.2468479822301,9.31816394593723,-14.9435774201568,10.8246495375154,-17.0978384150763,6.27844311396784,-17.126676554966,3.72857398166846,"classical"
"202",173.548044884813,13.6077663866259,-15.4082907043828,11.6248367024355,-14.1082683822706,11.3274074355987,-16.3672997083413,10.2460748335873,-19.8877232065543,8.20739506822018,-16.2156931763249,9.08067559079678,"classical"
"207",143.427302394155,27.1372054441732,-10.3821160518888,-1.65531479999175,-3.22105362948325,0.884648842008171,-12.2269941759028,-4.5819961423267,-3.63412327052105,-11.9383267133708,-8.08181204713182,-2.85970779117019,"classical"
"209",178.500707417648,14.4914628904574,-13.3609315939019,7.09426758657891,-14.2841982188714,15.1018172672251,-14.5758980261862,13.1653336618284,-16.8092424729099,17.3026974699864,-7.36929708323878,16.8120402427812,"classical"
"211",179.427638532305,12.8314849227918,-13.630148067913,9.32921210386685,-14.8081856587259,13.8561450114934,-15.2550990119916,14.1504162980064,-16.4171014972325,17.4466106189217,-11.3779475776426,12.3214295215246,"classical"
"214",164.625730901977,16.675902095413,-12.744582358769,9.89212639419786,-15.3374586061207,11.8202241777501,-14.6138507342463,6.02593547066744,-8.55138860531581,8.79472160587066,-9.59710182538557,5.56357462259616,"classical"
"219",163.282479664821,11.5360090064199,-11.9059337650751,9.03190452823261,-13.3828150455127,11.3231767530725,-14.2017607404467,10.7087215361199,-14.6681115761371,12.7997120993594,-13.7244768571622,8.15030534385986,"classical"
"223",160.245920675214,11.3643800923481,-11.2462013741678,9.89268595084831,-11.2991908702187,12.7459665513917,-11.1658939787139,12.2033816322157,-14.4527179063893,11.1753062917359,-11.0185385427251,8.73805846226698,"classical"
"226",167.397094282223,15.5580649661143,-9.56327340664919,5.19920740235403,-19.7263291844089,12.4619292596735,-5.7157116115721,19.2828197685919,-15.1067632134547,6.72367029648226,-14.1313212436035,12.2184203304911,"classical"
"228",168.787157199187,14.2784763786596,-12.6294517493855,5.37690422749138,-17.2327040671294,16.3985203554287,-3.00198376242248,18.1884166424547,-21.6797539015185,0.920020153015573,-16.9428819178196,11.1645189863121,"classical"
"239",157.748757528686,20.1713879166439,-13.0806124073751,1.80057472265832,-8.74032309919496,11.3437207981525,-11.124275467335,4.22065292386834,-12.8002171681996,5.08217896085621,-16.9035127508442,0.266577003480649,"classical"
"240",149.804437821311,24.6329372882985,-9.71236621991645,1.34647293102127,-4.25804190570283,1.94518727018864,-10.4862948316231,3.47178430933546,-14.7856296684052,2.0256492313135,-8.87892997283195,-0.04529220288104,"classical"
"243",161.90128845919,16.8278469123141,-9.49682294121414,4.28711564014638,-16.5142456350141,6.6844423318245,-14.2436595373414,15.4574134360841,-7.25280800681874,9.86830012365403,-17.9709194249778,5.08979426784692,"classical"
"244",163.382793007265,16.8101601786521,-12.3589778886478,1.30983507444314,-16.9193799752795,5.53746352803228,-17.6944892779689,10.8675016947735,-10.9396263477714,7.23298917154641,-18.1383798683384,10.0865786382832,"classical"
"246",157.915874125979,14.1058767577139,-7.44789471935259,7.17598941877089,-15.1448818115343,7.49887910886271,-12.6201901144057,13.018393898104,-12.4415452809897,10.0416964549923,-13.3495126956218,9.96108478292923,"classical"
"252",155.168785925619,18.4638991078942,-18.6535570642996,-4.21579008117764,-8.14770053091148,0.205013136494083,-13.5517842234998,11.6605800003169,-11.5516394818708,2.60204625324522,-14.6957870908352,3.7622742796071,"classical"
"258",177.559481625258,7.10185376980926,-10.2718790410066,12.1682390488231,-12.0153794850158,11.3316319666746,-17.2849766839764,10.7352355152278,-17.9714186942447,12.0221517167984,-11.2391399940371,12.47519092918,"classical"
"265",156.366858865967,18.4454710545362,-10.4883817394184,8.78030827985422,-12.1129917943493,7.75113821347135,-13.6048596563577,16.0305648745023,-1.20303570742215,4.54504199303909,-4.59343139711859,9.74334036896165,"classical"
"280",153.710508801373,17.9461409397975,-3.98011917704589,9.27657224367059,-9.86249872242167,9.83474731592725,-12.0471979637674,1.84333132811703,-13.2720570977115,9.8100581191289,-8.36296158782318,5.28307801416063,"classical"
"281",150.42412754151,16.0690890220694,-2.78127082586914,11.1598532592306,-9.17212672960657,10.4061654388641,-10.2268515396102,3.82044619286843,-16.9957009748351,6.65411484950105,-10.7784326736977,1.29649818137816,"classical"
"282",148.436035410596,16.0410207377417,-2.14940219083053,11.4223460974665,-7.31673945210104,9.25604468596171,-10.9404104145752,5.07502040164596,-16.3205405444566,1.96025690163414,-12.7756415643198,2.78246011322986,"classical"
"284",155.312659504313,17.7818866175138,-7.34582643667856,9.47828400489294,-5.89814237763222,10.49605517551,-11.4412936210658,7.25566349682822,-11.2805076879184,8.0696038331567,-11.3452722391344,10.1483451218579,"classical"
"291",167.578574385729,5.95445782818298,-10.7982330094829,13.2085765600099,-14.0562785535469,12.3835382208927,-20.8470213998304,15.4019959637362,-17.3178159280159,17.8476906388153,-7.50087387255699,17.5553937235945,"classical"
"292",170.887788910503,5.15776527616541,-7.1665445552071,11.7863163170205,-11.2231394722903,12.9951182854404,-16.7089990496975,14.7912986733825,-15.0257581420714,15.336514759121,-13.0438779106783,13.6146637025024,"classical"
"299",138.00822975683,22.1058778311696,0.566412427534909,5.56940040529266,-14.0588656525995,-3.37131349988774,-14.053848212344,1.11426242473756,-12.1288985406352,-5.34028107201125,-8.04699357178061,-2.20398697519584,"classical"
"302",151.986658498432,18.7385561095683,-15.6997316477956,8.85657565539835,-8.69627095621852,4.9821781271556,-6.94522848193329,6.50338083792859,-11.556032551961,1.13928754020723,-7.8583206263699,-3.38511876532185,"classical"
"307",157.799051503383,16.4110528303247,-7.35431562090328,14.7074640048866,-14.2609006143741,0.95689059241647,-16.3029046890226,0.877109943531317,-13.4832823131842,5.28970648036514,-13.9720670269366,5.07907961085596,"classical"
"319",174.076833236941,14.3988144137253,-14.3361519254231,6.97427606808836,-13.8481555077347,13.4263291712866,-14.4558696662071,12.3240028842129,-18.8974130906556,16.215028281147,-7.84411988397068,16.1603645372859,"classical"
"321",177.246257909082,15.5740302920003,-16.3257454861865,5.46558669043452,-14.4943724179397,14.0630586739654,-14.3253407268833,9.86290220480904,-20.0917509941233,16.2276900299988,-9.16786489247069,13.486359084852,"classical"
"323",173.180809996645,14.4906026957395,-14.135269025665,7.28759365725037,-13.1851935527638,13.5700418664816,-14.0375279502424,11.0836782217952,-17.1051302717027,16.7017966775236,-7.05109218918025,14.6354841777114,"classical"
"327",160.441595222929,19.3861005940303,-12.7422989018551,0.903117495165485,-14.56667594318,8.38104305482572,-11.9303239940209,7.37264278707695,-19.0892951494845,-1.8844545066942,-16.6753439817111,4.22412159904042,"classical"
"333",145.607006249905,24.7420128558932,1.06703896975402,-0.397733478993214,-4.22154008855811,10.3068591992877,-13.6206646453258,1.42374904826979,-13.8400316351356,1.52938853370884,-11.9022820537167,4.57532755315532,"classical"
"336",140.681770913136,26.4062241037024,-1.88985114258167,-3.75586617155466,-2.49006502496579,5.8024365440829,-12.9600862009614,0.648291161977347,-12.8046636601149,-1.06529658728047,-9.44849005798481,0.466765732243653,"classical"
"340",148.008051409765,29.3411241289846,-9.57388705460935,-1.34197611539067,-2.06645639909777,3.5854262264167,-8.43637041142263,5.93971729445899,-8.91588212991643,0.699806878109159,-8.4224063893125,-5.58382683798904,"classical"
"344",153.793460180499,14.2305543504973,-6.7215642674157,16.5217218092497,-15.1604712506055,4.48164591998147,-13.0849404359167,2.61074331539087,-14.8659432707495,2.78216061593275,-11.2814304869549,-0.269205617606499,"classical"
"349",156.656689551919,28.8996727792098,-17.5291683335531,9.40497282723642,-13.8942724966327,3.89246717957793,-7.08483181017251,-2.142553088527,-3.20210822917492,-8.12706759485046,0.240133701806805,-4.84053206409164,"classical"
"355",142.115953311413,28.6075223839733,-8.47802568412279,-0.916451398467665,-5.35661128644766,6.62064761056867,-10.749078737962,1.09055933267084,-2.54901749982383,-5.26685567580284,-3.15139768889235,-3.93904540499584,"classical"
"360",148.06811125857,21.106947377137,-0.350258017667849,10.4985297675848,-9.92840077039695,3.91342556018329,-14.2308640020172,4.98668131032531,-11.8464258522441,1.06324467783982,-8.62007906177604,1.22426981095422,"classical"
"372",151.550462759467,30.126255164737,-16.4942314696761,-0.658523201832217,-4.32027657132423,2.03112357503593,-7.17959700875953,0.0409667826695941,-9.42110438778173,0.0273452057542266,-6.50224120408604,-4.99305283990479,"classical"
"388",176.770070796117,4.45208667607996,-7.74236333089145,11.5316080966686,-12.500239377458,10.9104982996023,-18.6727741786789,10.7943395582353,-17.0155118956577,15.5444327174117,-14.9391029300148,11.5223519950906,"classical"
"389",177.188444942104,4.41482431920158,-7.41451418321816,11.8704782084522,-11.6388095304116,10.7348813630076,-18.0224217766432,10.5629659318669,-16.5257861217321,15.4927993145378,-14.2388897849737,11.6049974652892,"classical"
"392",163.6611631674,16.1376343570213,-10.3829132930303,8.49200633879813,-12.76313149196,7.8421490151706,-13.6171470571696,9.14509119815945,-15.0989454106845,12.4317644018797,-14.5540348522072,5.4444708206223,"classical"
"394",165.844027687154,15.2521146699322,-8.99959169255048,8.54391430686833,-15.4885751841988,5.07950779982232,-15.8960663728876,8.34734412179008,-13.8584461564372,16.214729559594,-13.2141811391265,9.09942155721507,"classical"
"397",162.834157131238,16.8818574103378,-10.1104512864192,10.7674083991064,-12.1211465450509,6.62779386148535,-14.7173203624178,5.75211204511024,-13.4413365230128,11.1911160413075,-12.2544479883408,5.35822782974052,"classical"
"400",179.974485150874,5.42659811407247,-10.806915710641,13.7272585795661,-11.8264196567598,12.442664652032,-15.1945242644672,11.0259637955553,-18.661312633328,12.7895279028798,-16.0408518224634,11.1842701538889,"classical"
"402",181.464375796219,6.5499316926492,-11.3322717697655,12.2292270308559,-15.9018612175838,10.976069810489,-18.4268006057218,10.707516114042,-18.8093689510064,15.5832434835191,-17.7590928802217,8.30105806398655,"classical"
"405",173.460547091628,10.0188462644916,-9.64702618556617,14.2520217463242,-17.8483029470663,16.0102347899626,-16.6242336971818,8.82509738415392,-15.0230609855683,14.1338672438479,-14.8224637506792,11.4468320178846,"classical"
"406",173.798387939041,7.92618362126286,-9.94907533355383,15.4446394154803,-19.2066299905807,17.9217762583912,-15.3134770679709,11.6687336853816,-14.9429740625396,13.4954258665129,-16.5885343268287,10.9487242047954,"classical"
"409",176.605983796571,5.77977452986835,-7.35597152052632,16.4981446891817,-21.1920042697111,19.1766521321432,-17.9971343149899,11.2227810263547,-18.94919094598,17.6710805975105,-12.8783131286258,13.6269767794106,"classical"
"413",164.252996296505,12.8407081615772,-16.4941871236005,8.51148482781087,-8.81661681007323,7.59061284925384,-17.5625710407413,11.9083295433873,-10.387002868477,12.943733728894,-12.5879596877761,8.79406264499191,"classical"
"414",167.452052352123,13.3596033931149,-17.2563844065194,8.89824586411053,-9.94925356107781,8.46689858197063,-18.2834715447237,9.63664577322937,-15.1801833474688,8.85315747868937,-13.9218549056458,9.05036902295995,"classical"
"417",156.597453898322,28.7454719749188,-19.0304290372557,7.60382210420958,-10.7799295799097,-0.595829940551001,-8.32724811991077,-2.96950454390366,-2.13237961154637,-2.76510247728258,-3.58294064740444,-6.26058353355376,"classical"
"418",137.935357341541,29.4682956080921,-7.36431986769479,-3.27250225292181,-2.40078206868685,3.80492262412567,-8.14993487034335,0.931219075417348,-4.49925702121438,-2.27220232716462,-6.67866547677515,-6.0361495649812,"classical"
"420",161.258762199697,9.04483490707486,-18.5442667491446,-0.532161556832187,-15.6195578706948,3.62956006209871,-25.0103361837835,1.90667684771941,-19.9651624938296,3.02247560228112,-17.5666441198431,2.3415764622746,"classical"
"423",163.615037140292,8.24917391048405,-16.8988372085414,-1.27839004741412,-14.1867868807225,3.93523072226945,-23.7002559785753,-0.0171185164097193,-20.9045152359367,3.38131731610414,-15.719404187334,5.21317040976684,"classical"
"425",150.299969189085,26.7319059826807,-20.6136237010923,10.2125334786326,-6.82061344237364,-1.06985077343554,-5.49371594232596,-8.16434377942579,-6.77865311451266,-7.13546138863931,-4.60863960586812,-6.19860806650004,"classical"
"432",176.168637384932,4.67448852789299,-12.8279379965529,14.5723655466179,-22.0412014954518,12.5052602853209,-18.1529430464203,11.1988234374113,-20.1267846205353,11.5386226021754,-17.9235525515331,10.6368432674801,"classical"
"441",146.426963665563,27.5022768160698,-15.7434356237889,6.5366268795873,-6.89857618716501,-1.83325139111389,-6.11578190885362,-4.30769388966653,-4.5248664835382,-2.71695711029161,-3.43651045663182,-3.93748357051089,"classical"
"448",170.221186710779,9.36644652504248,-15.5371458634034,11.5182299203636,-14.8275529707114,13.3415869709482,-20.0063524203046,11.0715835801727,-20.3428518764599,8.67159153575941,-8.48826983183848,15.7069430175891,"classical"
"455",156.093245027069,14.6185559855784,-6.04315060593829,13.1437906229998,-11.7580725897662,11.4257683586562,-13.7878835257945,8.12723004602243,-9.33492724750495,3.29073054422094,-11.7769948479421,4.11641945443948,"classical"
"458",159.707054112618,15.1792470500062,-6.50017314335289,12.4821679495856,-12.6903855886898,8.21591752175013,-17.1362063993077,8.20778709145034,-9.1424380868798,6.05694869354609,-11.2006528334716,5.65951065585833,"classical"
"461",155.359061932636,14.4502675406061,-4.17870372795346,14.6954161367804,-17.0706359976997,6.02477758667039,-16.773106031928,4.00071353961828,-14.1496150611763,0.501615114990131,-14.1933078862078,1.29204860978155,"classical"
"471",147.028696675011,20.1629471581279,-3.68451353180797,3.94183180779207,-15.5745653763271,0.0134927495053748,-12.9094172783935,3.82137866272639,-14.9099504921124,-1.24448663366861,-8.82811392055562,-0.599477459207937,"classical"
"472",157.524444740542,16.5597667612987,-8.09140779265215,9.08290582440641,-18.671489750834,0.848950458213312,-16.6170275567426,2.29987851456613,-16.9788552844502,4.13159054481393,-9.06407386045905,6.91157772465687,"classical"
"476",142.912370747001,25.6070975878594,3.14480135615886,-4.320720848055,-5.94414809727837,6.64699316301571,-13.512654552738,2.66786230563327,-11.7588227408389,4.17025724701782,-10.1295525811482,9.00992547179672,"classical"
"478",145.022497372152,25.7451776530489,-0.0622663566929579,-3.84640272565649,-3.15225233314549,5.04653634871556,-14.2036384825714,5.88274562923465,-11.2367217671975,2.42469767697353,-11.6501922206207,4.53985226392235,"classical"
"485",169.049040329916,16.6556317718936,-11.2279893717331,8.15570106236576,-16.4490552239145,11.7210718046699,-16.3039398173648,12.9205238175629,-13.4357389359499,6.12395240904203,-13.9511688764983,6.97562827882527,"classical"
"490",151.698722689477,15.5269205313763,-4.44859040858139,11.5577817146607,-8.90791594580003,8.88092718403228,-10.262802172,12.9560809538204,-8.12125688261874,1.43480196744318,-14.9876809615024,5.52501882263817,"classical"
"492",158.57724215221,10.4558906883049,-13.0276778217018,10.8303200626051,-8.5547765047038,9.76767554510027,-17.5223170967834,5.96281863519093,-18.590135587237,6.83984417179509,-16.3966726110839,3.00513587508229,"classical"
"494",161.862627782039,8.22795238237589,-12.3333815467957,11.9035678632107,-11.2960629371915,8.47110324104994,-15.9286909521811,5.33367124600932,-20.0359224872129,6.20929520949103,-16.6625243814401,1.76955692304457,"classical"
