"","song","mfcc.1","mfcc.2","mfcc.3","mfcc.4","mfcc.5","mfcc.6","mfcc.7","mfcc.8","mfcc.9","mfcc.10","mfcc.11","mfcc.12","Genre"
"1","1.mp3",153.950059086731,20.2356554927135,-8.76847374069547,7.49353628890333,-15.8035650823133,-0.859918647718621,-8.82751435975221,10.2315177122775,-0.682965749789321,11.5774619019999,-9.00398660967148,2.97845110184631,"classical"
"2","1.mp3",154.433346456582,21.0229695291465,-7.75411108857628,6.53554629274799,-11.2860451123919,-0.647292721751964,-12.4577311772093,3.70680279205548,-5.33857460747809,12.868915654433,1.14505887371301,13.8805509235689,"classical"
"3","1.mp3",164.987752598061,14.3119294536802,-17.6736000964172,4.44525672297435,-23.2175102085903,0.888727103257021,-8.4974575143613,21.937323989064,-1.15751214888775,9.82496412394621,-17.3884593634065,-0.877821683946015,"classical"
"4","1.mp3",162.235430151206,17.1165713164845,-16.4637669194217,3.42446941165792,-21.3031562606005,-3.54589560083922,-15.2991140868922,6.42928333946579,-6.58043812876116,9.81839965435471,-17.5090424189098,-6.30929774973521,"classical"
"5","1.mp3",169.615943238317,15.6390095650018,-15.2054618068218,7.59444208104413,-16.8760439399831,1.73310117219225,-10.3910139688927,13.5029304773168,-5.3199547181599,10.8368584083299,-12.0424213976402,4.16005531934319,"classical"
"6","1.mp3",156.059775053185,20.7391846602067,-12.4107732013377,6.88186349001512,-14.2019591386042,-4.26732059170116,-14.6423259699602,2.83166349913644,-3.86663273090361,18.2410571483099,1.00672688865935,10.9620637218177,"classical"
"7","10.mp3",155.277504600438,28.537299253304,-15.5136493003551,7.80457412844215,-9.3542962403824,3.64573361566504,-7.17594822262936,2.02976650061205,-3.87943640243493,-4.06449395243329,-3.11735402316563,-1.47967505656071,"classical"
"8","10.mp3",155.6096349927,29.3779840858904,-16.9061841271221,8.76858262586231,-10.3040868259138,3.42784518114659,-6.74153844383245,1.76093516501896,-1.4063027816344,-4.97959363832885,-0.980159362051804,-3.18985827702979,"classical"
"9","10.mp3",155.439530324707,27.7677227984394,-14.9608526648268,8.89836067135138,-7.5362178691613,4.78417183377718,-6.80340329014791,1.71436401266676,-5.58510042738931,-1.25360811994952,-4.8017334118973,-1.12910727478678,"classical"
"10","10.mp3",156.89801727276,27.9174001692761,-15.3308628738734,8.26601370061416,-7.56720976798756,5.79577010167751,-6.82978038589271,2.39092109466017,-6.29304918904917,-2.64382178478155,-4.01975866872503,-1.65151901937274,"classical"
"11","10.mp3",153.271720304531,29.653806875132,-16.8081997074407,8.40617824368607,-6.31606934184944,4.29676330295736,-3.70011052501785,-0.0169602591613902,-2.96764844441224,-5.6331409436804,-2.22768518814915,-2.24300276298929,"classical"
"12","10.mp3",154.349728605434,29.6882939564218,-16.4215353766694,10.0158271948457,-7.52986040171672,4.53051475291088,-4.09855754222055,0.000990031947233599,-2.50368541134999,-4.61225327782512,-0.696414357488738,-2.54376468082146,"classical"
"13","100.mp3",168.708402189948,12.2493592460448,-14.3740371247399,12.6980363841846,-10.1116050775911,10.2779846272188,-16.2932677647292,12.470181703464,-15.8671667650297,11.4123317567436,-13.7788594238972,11.8395729040567,"classical"
"14","100.mp3",173.443475619063,12.648121346864,-14.2261045385177,12.3818010801283,-10.4346016303877,11.4594732683525,-16.687935189101,17.8105304261441,-14.3697142635497,11.7899883223279,-16.7495380087873,10.1880076232841,"classical"
"15","100.mp3",170.197585493469,11.236946860241,-14.7243670645092,14.2601771266672,-8.63129408121915,12.5048189463368,-14.9642302270338,15.1268406778805,-14.8180022198529,11.8780897835911,-16.7893489738096,11.718296416312,"classical"
"16","100.mp3",169.784741822577,10.848897457652,-14.9600749666739,12.1225346704786,-10.6047711096383,11.6806305682356,-16.1712754115659,15.3515370178618,-14.5084413518723,10.0946267020423,-17.4363783417332,8.48467138007733,"classical"
"17","100.mp3",171.740939679167,12.3636873574083,-13.9365653355325,12.3868519511168,-10.4008273587686,12.4079740347421,-16.5460965043116,15.4618470170312,-13.2869222571936,12.5260990878006,-16.3020598834478,10.5837151871149,"classical"
"18","100.mp3",169.834118657821,13.4562211376305,-13.1023517434624,11.2595268426254,-9.58601649301223,12.7010505373552,-15.275660321412,15.7713517420895,-11.6448036063374,13.6197040706186,-13.5238541117676,11.0080610976041,"classical"
"19","11.mp3",167.595971922605,12.7407318746525,-17.613301484201,17.4624353749165,-17.5713332966911,16.971184325455,-17.6495655058176,14.4013947603878,-13.5197438745116,12.7049551505188,-10.4468679983593,4.13715680129921,"classical"
"20","11.mp3",166.60326868957,13.1624413094631,-18.3205307921615,18.4810370613635,-16.1171494721578,16.5589485431387,-15.6110441355451,14.122916185641,-10.9620559692899,11.9509150616629,-8.35387888657459,2.73366725857638,"classical"
"21","11.mp3",166.257909131495,12.6739313554796,-18.5642186640669,18.5219049826189,-17.4520265853517,13.5067456076211,-16.9553203885172,14.4281663460193,-11.5167734451676,11.9515161031991,-8.99538698078188,4.61560448602217,"classical"
"22","11.mp3",164.745737758383,13.1689413580261,-15.1402801373098,14.9068021624272,-18.2617290529966,16.7385721459018,-20.4619199097247,13.6344541664987,-14.0493613747442,9.42935246426071,-11.5958173740263,0.16285572783511,"classical"
"23","11.mp3",169.218122311204,13.7066817419556,-19.3010945535852,17.3633795343057,-18.0933336611454,17.0563650998225,-16.4041577216528,13.0143437649976,-12.032365200805,11.3561339533379,-11.9302986522459,2.72898959954665,"classical"
"24","11.mp3",157.84855193089,12.3002408972408,-16.9636685392013,16.3013167836098,-12.7249782338683,14.467469609512,-16.9519280522851,9.85962434400108,-12.6846200294751,7.03648869087138,-12.6442365124213,-4.79223199864016,"classical"
"25","12.mp3",160.400980757831,14.3481300295354,-11.3820208365537,7.96041932033266,-11.5211219027952,2.83087585996597,-15.9709619462265,2.10232946457174,-14.6187094906332,8.85289704335372,-9.26651133910064,7.08195866020442,"classical"
"26","12.mp3",156.440413129961,17.8887097604722,-8.78409159232473,8.41476741219295,-14.1681522699945,1.34584835804549,-15.4956814257031,6.53672807599436,-7.55896220535579,12.7946262109048,-9.6932254326046,1.57474735890464,"classical"
"27","12.mp3",164.891957390673,15.2647063800145,-12.0150451261801,10.3787982691847,-13.6968338204917,4.67288602223702,-13.5730804867798,6.60119124736419,-9.04220205524046,14.8209120644311,-7.32724722572091,7.18818966610992,"classical"
"28","12.mp3",161.051051969804,15.0231187391729,-10.8637042250367,8.89851410939822,-13.7416318877065,3.27290627821707,-16.9484653767074,4.56776416278788,-14.8857627075994,9.76238861048733,-10.6796558478321,7.14020796275547,"classical"
"29","12.mp3",157.935589931064,18.2080440945732,-9.34293319538499,7.09326864114457,-16.3997290630243,1.47632577437412,-12.7766485530066,9.24132796824978,-5.42685151524237,11.5812195339915,-13.4647336697446,-2.57756074522118,"classical"
"30","12.mp3",163.772886530637,16.496609805552,-12.7227988720995,10.1477927408172,-14.9497252725786,4.78197983312636,-13.5105179013167,5.65827947285761,-12.3925568963715,12.4470408704537,-8.39809266335811,8.29773476906286,"classical"
"31","13.mp3",137.470805371375,28.0410715787225,-11.6632349988204,-0.962855902369252,0.981494933843648,-0.57123991535235,-4.95927160866935,0.0693986708380052,-9.71632809369489,-2.74840553964388,-1.7035911693205,-4.96838712926318,"classical"
"32","13.mp3",141.873742492284,30.3047698285727,-15.289891863432,1.5686933272923,1.60067627773735,-1.82080933371903,-3.17765123572334,-2.30187561435671,-7.89581788920969,-1.35847671616448,-1.6617388709168,-6.01578023840313,"classical"
"33","13.mp3",134.189717857515,27.878952485596,-8.93514484724212,-2.30531784971978,2.04230565127823,-0.400688947336771,-3.7050973343731,4.40944824786428,-4.75537424653517,-0.669953998004356,-4.05089170707956,-1.56469851454197,"classical"
"34","13.mp3",143.925806654869,29.7630669772735,-17.3106360034647,4.02990713012578,-0.0126811784942796,-2.17580251128547,-0.921369725680419,-1.5388718321467,-5.38862478304576,-4.08352173112142,-3.82212212947527,-4.28060526613604,"classical"
"35","13.mp3",139.556917479809,28.7950961424804,-14.3648876211824,0.00664403671814603,1.15004161783209,-1.98024848776442,-3.92626926449808,-2.55594742503194,-8.7578544235043,1.03033597785481,-4.8903252100469,-6.83456397762899,"classical"
"36","13.mp3",124.991983023455,25.6349859284278,0.185793167465949,-7.09616619146198,-1.7454383486244,3.69087535826003,-5.50459726835903,3.47955837175282,-7.13977906905923,-4.1955570206135,-4.59327337135397,-1.22445051467886,"classical"
"37","14.mp3",160.754781439537,11.6725544658214,-15.9008300929021,6.83137020256074,-18.1195233852729,3.92956507362923,-20.9568785137999,4.05024134470585,-14.8146282995155,8.0427644983683,-14.3554294817427,1.79532414661826,"classical"
"38","14.mp3",169.742485960599,8.84231701780137,-17.8683170647931,9.80668615357298,-19.1973182045468,5.76364014392001,-23.0534742949728,8.57664054511242,-15.0204233568999,13.3081542936072,-7.41856677110219,16.424512256132,"classical"
"39","14.mp3",172.147528372782,8.72557009981221,-18.9988919432121,11.0906136383091,-19.4955546655127,6.38727166209131,-22.9381399554893,6.74478986366566,-20.7168502053515,7.72337888815979,-13.2688231960542,13.2314395163736,"classical"
"40","14.mp3",167.17690662299,8.55083392610354,-12.1459381605039,12.1573904999502,-16.7928332058715,10.7922699851114,-20.5551151433573,11.1146765114467,-15.5942956807145,10.8429638134167,-18.8031256045416,5.176430879756,"classical"
"41","14.mp3",172.738459281658,8.08922514518547,-14.9902034121869,9.61124283340575,-20.5400357127316,4.52120110893707,-21.4391391769075,8.39312735053629,-12.8573739503846,18.1123014957837,-7.00478506275743,10.2377595359711,"classical"
